ID,Name,Price,Brand,Model,Variant,Series,Year,Kilometers,Type,Gearbox,Fuel,Status,CC,Color,Seating Capacity
12737426,2018 Toyota Landcruiser LC200 VX (4X4) VDJ200R,111750,Toyota,Landcruiser,LC200 VX (4X4),VDJ200R,2018,63392,Wagon,Automatic,Diesel, Used,4461,Silver,7
12738607,2018 Toyota Landcruiser Sahara (4X4) VDJ200R MY16,109990,Toyota,Landcruiser,Sahara (4X4),VDJ200R MY16,2018,123924,Wagon,Automatic,Diesel, Used,4461,White,7
12739294,2022 Mercedes-Benz V 250 D Avantgarde MWB 447 MY21,119800,Mercedes-Benz,V,250 D Avantgarde MWB,447 MY21,2022,3748,Wagon,Automatic,Diesel, Used,2143,Black,7
12740063,2022 Mercedes-Benz V 250 D Avantgarde MWB 447 MY21,109800,Mercedes-Benz,V,250 D Avantgarde MWB,447 MY21,2022,228,Wagon,Automatic,Diesel, Used,2143,Black,7
12740201,2022 Volkswagen Touareg 170TDI CR MY22,97990,Volkswagen,Touareg,170TDI,CR MY22,2022,1622,Wagon,Automatic,Diesel, Demo,2967,Grey,5
12740299,2022 Volkswagen Touareg 210TDI R-Line CR MY22,119890,Volkswagen,Touareg,210TDI R-Line,CR MY22,2022,2111,Wagon,Automatic,Diesel, Demo,2967,White,5
12740597,2021 Ford Mustang Mach 1 FN MY21.5,99990,Ford,Mustang,Mach 1,FN MY21.5,2021,12015,Fastback,Manual,Premium Unleaded Petrol, Used,5038,White,4
12740930,2020 Jeep Grand Cherokee SRT (4X4) WK MY20,112888,Jeep,Grand Cherokee,SRT (4X4),WK MY20,2020,42662,Wagon,Automatic,Premium Unleaded Petrol, Used,6424,Grey,5
12741315,2017 Land Rover Range Rover Velar D300 First Edition MY18,108888,Land Rover,Range Rover Velar,D300 First Edition,MY18,2017,15023,Wagon,Automatic,Diesel, Used,2993,Grey,5
12742504,2016 Porsche 911 R 991 MY16,899900,Porsche,911,R,991 MY16,2016,400,Coupe,Manual,Premium Unleaded Petrol, Used,3996,White,2
12743162,2018 Audi RS5 2.9 Tfsi Quattro F5 MY18,115000,Audi,RS5,2.9 Tfsi Quattro,F5 MY18,2018,31501,Coupe,Automatic,Premium Unleaded Petrol, Used,2894,Grey,4
12743245,2017 BMW M4 CS F82 LCI,119990,BMW,M4,CS,F82 LCI,2017,52450,Coupe,Automatic,Premium Unleaded Petrol, Used,2979,Blue,4
12744210,2018 Porsche 911 Carrera GTS 991 MY19,319900,Porsche,911,Carrera GTS,991 MY19,2018,12248,Coupe,Automatic,Premium Unleaded Petrol, Used,2981,Grey,4
12744507,2021 Audi Q7 50 TDI Quattro Mhev 4M MY21,119888,Audi,Q7,50 TDI Quattro Mhev,4M MY21,2021,54033,Wagon,Automatic,Diesel/Electric, Used,2967,White,7
12745005,2020 Mercedes-Benz E450 4Matic C238 MY20.5,122800,Mercedes-Benz,E450,4Matic,C238 MY20.5,2020,5335,Coupe,Automatic,Premium Unleaded Petrol, Used,2996,White,4
12745289,2018 Audi TT RS Quattro FV3 MY18,99888,Audi,TT,RS Quattro,FV3 MY18,2018,28940,Coupe,Automatic,Premium Unleaded/Electric, Used,2480,White,4
12745462,2018 Toyota Landcruiser GXL (4X4) VDJ79R,97990,Toyota,Landcruiser,GXL (4X4),VDJ79R,2018,116448,Double Cab Chassis,Manual,Diesel, Used,4461,White,5
12745684,2017 Mercedes-Benz E63 S 4Matic+ 213 MY17.5,152900,Mercedes-Benz,E63,S 4Matic+,213 MY17.5,2017,62889,Saloon,Automatic,Premium Unleaded Petrol, Used,3982,Black,5
12745872,2021 Audi A6 55 Tfsi Quattro S Line Mhev 4A MY22,125950,Audi,A6,55 Tfsi Quattro S Line Mhev,4A MY22,2021,1011,Sedan,Automatic,Premium Unleaded/Electric, Demo,2995,White,5
12746270,2022 BMW 4 M440I Xdrive G22,129990,BMW,4,M440I Xdrive,G22,2022,8527,Coupe,Automatic,Premium Unleaded Petrol, Used,2998,White,4
12746883,2015 Land Rover Range Rover Autobiography SDV8 LWB LG MY16,105888,Land Rover,Range Rover,Autobiography SDV8 LWB,LG MY16,2015,115549,Wagon,Automatic,Diesel, Used,4367,Black,5
12748165,2022 Toyota Landcruiser 70 Series GXL Troop Carrier VDJ78R,115000,Toyota,Landcruiser 70 Series,GXL Troop Carrier,VDJ78R,2022,23,Wagon,Manual,Diesel, Used,4461,White,5
12748252,2022 Mercedes-Benz GLC 300 4Matic C253 MY22,115868,Mercedes-Benz,GLC,300 4Matic,C253 MY22,2022,3815,Coupe,Automatic,Premium Unleaded Petrol, Used,1991,Blue,5
12748373,2020 Jaguar F-Pace SVR (awd) (405KW) X761 MY20,139990,Jaguar,F-Pace,SVR (awd) (405KW),X761 MY20,2020,30269,Wagon,Automatic,Premium Unleaded Petrol, Used,5000,Black,5
12748813,2020 Nissan Patrol TI-L (4X4) Y62 Series 5 MY20,113888,Nissan,Patrol,TI-L (4X4),Y62 Series 5 MY20,2020,26718,Wagon,Automatic,Premium Unleaded Petrol, Used,5552,Grey,7
12748863,2022 Toyota Landcruiser 70 Series Workmate + Diff Locks VDJ79R,103990,Toyota,Landcruiser 70 Series,Workmate + Diff Locks,VDJ79R,2022,66,Double Cab Chassis,Manual,Diesel, Used,4461,Blue,5
12748869,2021 Toyota Landcruiser LC200 Sahara (4X4) VDJ200R,144887,Toyota,Landcruiser,LC200 Sahara (4X4),VDJ200R,2021,49801,Wagon,Automatic,Diesel, Used,4461,Black,7
12749778,2021 Toyota Landcruiser 70 Series GXL VDJ79R,122888,Toyota,Landcruiser 70 Series,GXL,VDJ79R,2021,14793,Double Cab Chassis,Manual,Diesel, Used,4461,Grey,5
12750912,2022 Toyota Landcruiser 70 Series GXL VDJ76R,119980,Toyota,Landcruiser 70 Series,GXL,VDJ76R,2022,92,Wagon,Manual,Diesel, Used,4461,Beige,5
12751087,2020 Toyota Landcruiser LC200 Sahara (4X4) VDJ200R,133990,Toyota,Landcruiser,LC200 Sahara (4X4),VDJ200R,2020,73500,Wagon,Automatic,Diesel, Used,4461,Crystal,7
12751696,2022 Mercedes-Benz GLC 300 4Matic C253 MY22,109800,Mercedes-Benz,GLC,300 4Matic,C253 MY22,2022,4443,Coupe,Automatic,Premium Unleaded Petrol, Used,1991,Grey,5
12752017,2015 Mercedes-Benz GLE63 S 4Matic 292,122988,Mercedes-Benz,GLE63,S 4Matic,292,2015,45813,Coupe,Automatic,Premium Unleaded Petrol, Used,5461,White,5
12752034,2021 BMW X7 M50I G07,179988,BMW,X7,M50I,G07,2021,4125,Wagon,Automatic,Unleaded Petrol, Used,4395,White,7
12752671,2018 Ram 1500 Laramie (4X4) 885KG MY18,96750,Ram,1500,Laramie (4X4) 885KG,MY18,2018,92144,Crew Cab Utility,Automatic,Unleaded Petrol, Used,5654,Black,5
12752821,2017 Toyota Landcruiser GXL (4X4) VDJ200R MY16,95998,Toyota,Landcruiser,GXL (4X4),VDJ200R MY16,2017,44122,Wagon,Automatic,Diesel, Used,4461,White,7
12752871,2022 Toyota Landcruiser 70 Series GXL VDJ79R,117990,Toyota,Landcruiser 70 Series,GXL,VDJ79R,2022,31,Double Cab Chassis,Manual,Diesel, Used,4461,Grey,5
12752883,2022 Volkswagen Touareg 210TDI Elegance CR MY22,109990,Volkswagen,Touareg,210TDI Elegance,CR MY22,2022,4030,Wagon,Automatic,Diesel, Demo,2967,White,5
12753478,2020 Audi RS Q3 2.5 Tfsi Quattro 8U MY18,105000,Audi,RS Q3,2.5 Tfsi Quattro,8U MY18,2020,19841,Wagon,Automatic,Premium Unleaded Petrol, Used,2480,WHITE,5
12754050,2022 Volkswagen Touareg 170TDI CR MY22,94990,Volkswagen,Touareg,170TDI,CR MY22,2022,1531,Wagon,Automatic,Diesel, Demo,2967,Grey,5
12754125,2018 BMW X4 M40I G02 MY19,98900,BMW,X4,M40I,G02 MY19,2018,36500,Coupe,Automatic,Premium Unleaded Petrol, Used,2998,White,5
12754142,2022 Mercedes-Benz V 300 D Avantgarde MWB 447 MY22,135800,Mercedes-Benz,V,300 D Avantgarde MWB,447 MY22,2022,985,Wagon,Rear,Diesel, Demo,1950,White,7
12754143,2019 Mercedes-Benz S350 D 222 MY19.5,118800,Mercedes-Benz,S350,D,222 MY19.5,2019,106586,Saloon,Automatic,Diesel, Used,2925,White,5
12754485,2021 Mercedes-Benz CLA45 S 4Matic+ C118 MY21.5,126800,Mercedes-Benz,CLA45,S 4Matic+,C118 MY21.5,2021,24760,Coupe,Automatic,Premium Unleaded Petrol, Used,1991,White,5
12755301,2022 Lexus NX350 F Sport + EP1 AWD Taza25R,104990,Lexus,NX350,F Sport + EP1 AWD,Taza25R,2022,4024,Wagon,Automatic,Premium Unleaded Petrol, Used,2393,Black,5
12755344,2016 Porsche Cayman GT4 981 MY16,208888,Porsche,Cayman,GT4,981 MY16,2016,24344,Coupe,Manual,Premium Unleaded Petrol, Used,3800,Red,2
12755347,2017 Mercedes-Benz E63 S 4Matic+ 213 MY17.5,159888,Mercedes-Benz,E63,S 4Matic+,213 MY17.5,2017,29654,Saloon,Automatic,Premium Unleaded Petrol, Used,3982,Grey,5
12755350,2015 Mercedes-Benz GLE63 S 4Matic 292,112888,Mercedes-Benz,GLE63,S 4Matic,292,2015,53640,Coupe,Automatic,Premium Unleaded Petrol, Used,5461,Black,5
12755702,2021 Land Rover Defender 90 D250 S (183KW) L663 MY22,179990,Land Rover,Defender,90 D250 S (183KW),L663 MY22,2021,1502,Wagon,Automatic,Diesel, Demo,2996,Black,5
12755868,2022 Toyota Landcruiser 70 Series GXL Troop Carrier VDJ78R,125990,Toyota,Landcruiser 70 Series,GXL Troop Carrier,VDJ78R,2022,201,Wagon,Manual,Diesel, Used,4461,White,5
12755871,2022 Toyota Landcruiser LC300 GXL (4X4) FJA300R,121888,Toyota,Landcruiser,LC300 GXL (4X4),FJA300R,2022,10,Wagon,Automatic,Diesel, Used,3346,White,7
12756006,2022 Volkswagen Amarok TDI580 W580S 4Motion 2H MY22,94888,Volkswagen,Amarok,TDI580 W580S 4Motion,2H MY22,2022,25,Dual Cab Utility,Automatic,Diesel, Demo,2967,Grey,5
12756153,1989 Holden Commodore Berlina VN,129990,Holden,Commodore,Berlina,VN,1989,275000,Sedan,Automatic,Unleaded Petrol, Used,4987,Green,5
12756249,2020 Audi Q7 45 TDI Quattro Mhev 4M MY21,109888,Audi,Q7,45 TDI Quattro Mhev,4M MY21,2020,32823,Wagon,Automatic,Diesel/Electric, Used,2967,White,7
12756613,2022 Toyota Landcruiser 70 Series GXL VDJ79R,114990,Toyota,Landcruiser 70 Series,GXL,VDJ79R,2022,47,Double Cab Chassis,Manual,Diesel, Used,4461,Red,5
12756659,2018 Mercedes-Benz E63 S 4Matic+ 213 MY18,179900,Mercedes-Benz,E63,S 4Matic+,213 MY18,2018,15673,Saloon,Automatic,Premium Unleaded Petrol, Used,3982,White,5
12757297,2019 Toyota Landcruiser LC200 VX (4X4) VDJ200R,112990,Toyota,Landcruiser,LC200 VX (4X4),VDJ200R,2019,67609,Wagon,Automatic,Diesel, Used,4461,Grey,7
12757389,2016 Porsche 911 R 991 MY16,999000,Porsche,911,R,991 MY16,2016,3409,Coupe,Manual,Premium Unleaded Petrol, Used,3996,Black,2
12758276,2006 Toyota Landcruiser GXL (4X4) HDJ100R Upgrade II,130000,Toyota,Landcruiser,GXL (4X4),HDJ100R Upgrade II,2006,135000,Wagon,Automatic,Diesel, Used,4164,Silver,8
12758478,2021 Jeep Grand Cherokee S-Limited (4X4) WK MY21,94888,Jeep,Grand Cherokee,S-Limited (4X4),WK MY21,2021,15781,Wagon,Automatic,Premium Unleaded Petrol, Used,5654,Black,5
12758507,2018 Land Rover Range Rover Sport SDV6 HSE LW MY18,122800,Land Rover,Range Rover Sport,SDV6 HSE,LW MY18,2018,38206,Wagon,Automatic,Diesel, Used,2993,White,5
12759458,2022 Mercedes-Benz V 250 D MWB 447 MY22,118800,Mercedes-Benz,V,250 D MWB,447 MY22,2022,50,Wagon,Rear,Diesel, Demo,1950,Black,7
12759475,2017 Porsche Macan GTS 95B MY18,97989,Porsche,Macan,GTS,95B MY18,2017,48446,Wagon,Automatic,Premium Unleaded Petrol, Used,2997,Black,5
12760822,2020 Mercedes-Benz GLC63 S 4Matic+ C253 MY21,178990,Mercedes-Benz,GLC63,S 4Matic+,C253 MY21,2020,21667,Coupe,Automatic,Premium Unleaded Petrol, Used,3982,Grey,5
12760903,2021 Mercedes-Benz GLC 300 4Matic C253 MY21,109990,Mercedes-Benz,GLC,300 4Matic,C253 MY21,2021,8910,Coupe,Automatic,Premium Unleaded Petrol, Used,1991,Black,5
12761059,2012 Porsche 911 Carrera S 991,168890,Porsche,911,Carrera S,991,2012,63006,Coupe,Automatic,Premium Unleaded Petrol, Used,3824,Silver,4
12761679,2021 Jeep Grand Cherokee SRT (4X4) WK MY21,134990,Jeep,Grand Cherokee,SRT (4X4),WK MY21,2021,8533,Wagon,Automatic,Premium Unleaded Petrol, Used,6424,White,5
12761708,2017 Toyota Landcruiser GXL (4X4) VDJ79R,99888,Toyota,Landcruiser,GXL (4X4),VDJ79R,2017,59898,Double Cab Chassis,Manual,Diesel, Used,4461,Gold,5
12762720,2019 Mercedes-Benz GLE400 D 4Matic V167 MY19,124950,Mercedes-Benz,GLE400,D 4Matic,V167 MY19,2019,46598,Wagon,Automatic,Diesel, Used,2925,Silver,5
12763089,2022 Volkswagen Amarok TDI580 W580X 4Motion 2H MY22,104990,Volkswagen,Amarok,TDI580 W580X 4Motion,2H MY22,2022,12,Dual Cab Utility,Automatic,Diesel, New In Stock,2967,Silver,5
12763159,2016 Aston Martin DB11 Launch Edition MY17,295750,Aston Martin,DB11,Launch Edition,MY17,2016,25555,Coupe,Automatic,Premium Unleaded Petrol, Used,5204,Black,4
12763388,2016 Toyota Landcruiser GXL (4X4) VDJ200R MY16,95000,Toyota,Landcruiser,GXL (4X4),VDJ200R MY16,2016,117580,Wagon,Automatic,Diesel, Used,4461,White,7
12764214,2022 Volvo XC60 B6 R-Design Mhev 246 MY22,99888,Volvo,XC60,B6 R-Design Mhev,246 MY22,2022,1009,Wagon,Automatic,Premium Unleaded/Electric, Demo,1969,Blue,5
12764280,2021 Audi A6 45 Tfsi Quattro S Line Mhev 4A MY22,109990,Audi,A6,45 Tfsi Quattro S Line Mhev,4A MY22,2021,9478,Sedan,Automatic,Premium Unleaded/Electric, Demo,1984,Grey,5
12764282,2021 Audi S5 3.0 Tfsi Quattro F5 MY22,149990,Audi,S5,3.0 Tfsi Quattro,F5 MY22,2021,7964,Cabriolet,Automatic,Premium Unleaded Petrol, Demo,2995,Black,4
12764286,2022 Audi Q7 50 TDI Quattro S Line Mhev 4M MY22,149990,Audi,Q7,50 TDI Quattro S Line Mhev,4M MY22,2022,2364,Wagon,Automatic,Diesel/Electric, Demo,2967,White,7
12764289,2022 Audi A6 55 Tfsi Quattro S Line Mhev 4A MY22,129990,Audi,A6,55 Tfsi Quattro S Line Mhev,4A MY22,2022,5984,Sedan,Automatic,Premium Unleaded/Electric, Demo,2995,Black,5
12764295,2022 Audi RS 6 Avant 4.0 Tfsi Quattro Mhev 4A MY22,299990,Audi,RS 6,Avant 4.0 Tfsi Quattro Mhev,4A MY22,2022,4167,Wagon,Automatic,Premium Unleaded/Electric, Demo,3996,White,5
12764297,2022 Audi A6 40 Tfsi S Line Mhev 4A MY22,94990,Audi,A6,40 Tfsi S Line Mhev,4A MY22,2022,2647,Sedan,Automatic,Premium Unleaded/Electric, Demo,1984,White,5
12764301,2020 Audi RS Q8 Tfsi Quattro Mhev 4M MY20,269990,Audi,RS Q8,Tfsi Quattro Mhev,4M MY20,2020,15894,Wagon,Automatic,Premium Unleaded/Electric, Demo,3996,Black,5
12764307,2021 Audi RS 5 2.9 Tfsi Quattro F5 MY22,194990,Audi,RS 5,2.9 Tfsi Quattro,F5 MY22,2021,2647,Sportback,Automatic,Premium Unleaded Petrol, Demo,2894,Grey,5
12764320,2022 Volvo XC60 B6 R-Design Mhev 246 MY22,94990,Volvo,XC60,B6 R-Design Mhev,246 MY22,2022,1135,Wagon,Automatic,Premium Unleaded/Electric, Demo,1969,Grey,5
12764406,2022 Volvo XC90 B6 Inscription Mhev 256 MY22,119888,Volvo,XC90,B6 Inscription Mhev,256 MY22,2022,1165,Wagon,Automatic,Premium Unleaded/Electric, Demo,1969,Black,7
12764671,2020 Porsche Macan GTS 95B MY21,139990,Porsche,Macan,GTS,95B MY21,2020,13726,Wagon,Automatic,Premium Unleaded Petrol, Used,2894,White,5
12764886,2018 Toyota Landcruiser Sahara (4X4) VDJ200R MY16,97990,Toyota,Landcruiser,Sahara (4X4),VDJ200R MY16,2018,149979,Wagon,Automatic,Diesel, Used,4461,White,7
12765141,2021 Chevrolet Silverado 1500 LTZ Premium Tech Pack MY21,143888,Chevrolet,Silverado,1500 LTZ Premium Tech Pack,MY21,2021,26152,Crew Cab Utility,Automatic,Unleaded Petrol, Used,6162,Grey,5
12765143,2021 Mercedes-Benz GLC43 4Matic X253 MY22,118888,Mercedes-Benz,GLC43,4Matic,X253 MY22,2021,4301,Wagon,Automatic,Premium Unleaded Petrol, Used,2996,Grey,5
12765411,2015 Mercedes-Benz C63 AMG S 205,103000,Mercedes-Benz,C63,AMG S,205,2015,119000,Sedan,Automatic,Premium Unleaded Petrol, Used,3982,Black,5
12765767,2017 Toyota Landcruiser GXL (4X4) LC70 VDJ79R MY17,99888,Toyota,Landcruiser,GXL (4X4),LC70 VDJ79R MY17,2017,169754,Double Cab Chassis,Manual,Diesel, Used,4461,Silver,5
12766115,2022 Toyota Landcruiser 70 Series GXL VDJ79R,118900,Toyota,Landcruiser 70 Series,GXL,VDJ79R,2022,14966,Double Cab Chassis,Manual,Diesel, Used,4461,Silver,5
12766757,2016 Land Rover Range Rover Vogue TDV6 LG MY16,116800,Land Rover,Range Rover,Vogue TDV6,LG MY16,2016,27475,Wagon,Automatic,Diesel, Used,2993,Grey,5
12767003,2010 Porsche Panamera Turbo 970,94900,Porsche,Panamera,Turbo,970,2010,100000,Coupe,Automatic,Premium Unleaded Petrol, Used,4806,Grey,4
12767593,2015 Porsche 911 Carrera GTS 991 MY16,239000,Porsche,911,Carrera GTS,991 MY16,2015,93466,Coupe,Manual,Premium Unleaded Petrol, Used,3824,White,4
12767827,2022 Volkswagen Touareg 170TDI CR MY22,99880,Volkswagen,Touareg,170TDI,CR MY22,2022,12,Wagon,Automatic,Diesel, New In Stock,2967,White,5
12768508,2021 Toyota Landcruiser 70 Series GXL VDJ79R,129990,Toyota,Landcruiser 70 Series,GXL,VDJ79R,2021,435,Double Cab Chassis,Manual,Diesel, Used,4461,Brown,5
12768558,2021 Audi Q7 50 TDI Quattro S Line Mhev 4M MY21,127690,Audi,Q7,50 TDI Quattro S Line Mhev,4M MY21,2021,40118,Wagon,Automatic,Diesel/Electric, Used,2967,Black,7
12768629,2021 Mercedes-Benz C300 Mhev W206 MY22,99800,Mercedes-Benz,C300,Mhev,W206 MY22,2021,4733,Sedan,Automatic,Premium Unleaded/Electric, Used,1999,Blue,5
12768866,2020 Mercedes-Benz GLC63 S 4Matic+ X253 MY20.5,166888,Mercedes-Benz,GLC63,S 4Matic+,X253 MY20.5,2020,19205,Wagon,Automatic,Premium Unleaded Petrol, Used,3982,Black,5
12769244,2021 Toyota Landcruiser 70 Series GXL VDJ79R,146988,Toyota,Landcruiser 70 Series,GXL,VDJ79R,2021,7108,Double Cab Chassis,Manual,Diesel, Used,4461,Beige,5
12769249,2015 Toyota Landcruiser Sahara (4X4) VDJ200R MY16,104990,Toyota,Landcruiser,Sahara (4X4),VDJ200R MY16,2015,122093,Wagon,Automatic,Diesel, Used,4461,White,7
12769352,2018 Toyota Landcruiser LC200 VX (4X4) VDJ200R,98990,Toyota,Landcruiser,LC200 VX (4X4),VDJ200R,2018,129585,Wagon,Automatic,Diesel, Used,4461,White,7
12769513,2021 Chevrolet Silverado 1500 LTZ Premium Tech Pack MY21,141990,Chevrolet,Silverado,1500 LTZ Premium Tech Pack,MY21,2021,14803,Crew Cab Utility,Automatic,Unleaded Petrol, Used,6162,White,5
12769888,2022 Toyota Landcruiser LC300 Sahara ZX (4X4) FJA300R,172888,Toyota,Landcruiser,LC300 Sahara ZX (4X4),FJA300R,2022,45,Wagon,Automatic,Diesel, Used,3346,Silver,5
12769977,2019 Mercedes-Benz GLC63 S 253 MY19,174999,Mercedes-Benz,GLC63,S,253 MY19,2019,29500,Coupe,Automatic,Premium Unleaded Petrol, Used,3982,selenite,5
12770157,2019 BMW X5 Xdrive 30D G05,104900,BMW,X5,Xdrive 30D,G05,2019,38000,Wagon,Automatic,Diesel, Used,2993,Grey,5
12770286,2019 Porsche Cayenne E-Hybrid 92A MY19,149900,Porsche,Cayenne,E-Hybrid,92A MY19,2019,11513,Wagon,Automatic,Premium Unleaded/Electric, Used,2995,Blue,5
12770701,2021 Audi A6 45 Tfsi Quattro S Line Mhev 4A MY22,114990,Audi,A6,45 Tfsi Quattro S Line Mhev,4A MY22,2021,10519,Sedan,Automatic,Premium Unleaded/Electric, Demo,1984,Grey,5
12771306,2022 Toyota Landcruiser 70 Series GXL Troop Carrier VDJ78R,109990,Toyota,Landcruiser 70 Series,GXL Troop Carrier,VDJ78R,2022,1211,Wagon,Manual,Diesel, Used,4461,Brown,5
12771333,2021 Toyota Landcruiser 70 Series GXL Troop Carrier VDJ78R,106888,Toyota,Landcruiser 70 Series,GXL Troop Carrier,VDJ78R,2021,24097,Wagon,Manual,Diesel, Used,4461,Gold,5
12771779,2022 BMW X5 Xdrive30D G05,145900,BMW,X5,Xdrive30D,G05,2022,3510,Wagon,Automatic,Diesel, Demo,2993,White,5
12772047,2019 Audi Q8 55 Tfsi Quattro (hybrid) 4M MY20,117995,Audi,Q8,55 Tfsi Quattro (hybrid),4M MY20,2019,40788,Wagon,Automatic,Premium Unleaded/Electric, Used,2995,White,5
12773233,2016 Porsche Cayenne S E-Hybrid Platinum Edition Series 2 MY16,95000,Porsche,Cayenne,S E-Hybrid Platinum Edition,Series 2 MY16,2016,76450,Wagon,Automatic,Premium Unleaded/Electric, Used,2995,White,5
12774116,2016 Porsche Cayenne S Diesel Series 2 MY17,109900,Porsche,Cayenne,S Diesel,Series 2 MY17,2016,61617,Wagon,Automatic,Diesel, Used,4134,Black,5
12774118,2016 Porsche 911 Carrera S 991 MY17,233900,Porsche,911,Carrera S,991 MY17,2016,59413,Coupe,Automatic,Premium Unleaded Petrol, Used,2981,Silver,4
12774119,2011 Porsche 911 Carrera GTS 997 MY11,299900,Porsche,911,Carrera GTS,997 MY11,2011,33991,Coupe,Automatic,Premium Unleaded Petrol, Used,3614,White,4
12774120,2016 Porsche Cayenne GTS Series 2 MY16,107900,Porsche,Cayenne,GTS,Series 2 MY16,2016,68537,Wagon,Automatic,Premium Unleaded Petrol, Used,3604,Silver,5
12774121,2019 Porsche Cayenne S 9YB MY20,189900,Porsche,Cayenne,S,9YB MY20,2019,50389,Coupe,Automatic,Premium Unleaded Petrol, Used,2894,Black,5
12774889,2021 Mercedes-Benz GLC 300 4Matic X253 MY22,97500,Mercedes-Benz,GLC,300 4Matic,X253 MY22,2021,5432,Wagon,Automatic,Premium Unleaded Petrol, Used,1991,Grey,5
12774890,2021 Mercedes-Benz GLC 300 4Matic X253 MY22,96000,Mercedes-Benz,GLC,300 4Matic,X253 MY22,2021,9874,Wagon,Automatic,Premium Unleaded Petrol, Used,1991,Silver,5
12775769,2022 Toyota Landcruiser 70 Series GXL VDJ79R,118990,Toyota,Landcruiser 70 Series,GXL,VDJ79R,2022,2288,Double Cab Chassis,Manual,Diesel, Used,4461,White,5
12775783,2018 Audi RS4 Avant Quattro MY18,148880,Audi,RS4,Avant Quattro,MY18,2018,86596,Wagon,Automatic,Premium Unleaded Petrol, Used,2894,Black,5
12776030,2022 Toyota Landcruiser 70 Series GXL VDJ79R,129080,Toyota,Landcruiser 70 Series,GXL,VDJ79R,2022,15548,Double Cab Chassis,Manual,Diesel, Used,4461,Grey,5
12776483,2022 Volkswagen Amarok TDI580 W580X 4Motion 2H MY22,104990,Volkswagen,Amarok,TDI580 W580X 4Motion,2H MY22,2022,12,Dual Cab Utility,Automatic,Diesel, New In Stock,2967,Blue,5
12777213,2019 Toyota Landcruiser GXL (4X4) VDJ76R,97987,Toyota,Landcruiser,GXL (4X4),VDJ76R,2019,76505,Wagon,Manual,Diesel, Used,4461,White,7
12777232,2022 Mercedes-Benz GLC 300 4Matic X253 MY22,99800,Mercedes-Benz,GLC,300 4Matic,X253 MY22,2022,8374,Wagon,Automatic,Premium Unleaded Petrol, Used,1991,Black,5
12777486,2022 Toyota Landcruiser 70 Series GX + Diff Locks VDJ79R,97388,Toyota,Landcruiser 70 Series,GX + Diff Locks,VDJ79R,2022,20,Cab Chassis,Manual,Diesel, Used,4461,Grey,2
12778153,2020 Jeep Grand Cherokee SRT (4X4) WK MY21,129980,Jeep,Grand Cherokee,SRT (4X4),WK MY21,2020,15252,Wagon,Automatic,Premium Unleaded Petrol, Used,6424,Black,5
12779207,2022 Mercedes-Benz GLE 450 4Matic (hybrid) V167 MY22.5,155800,Mercedes-Benz,GLE,450 4Matic (hybrid),V167 MY22.5,2022,4537,Wagon,Automatic,Premium Unleaded/Electric, Used,2999,White,5
12779376,2022 Audi S5 3.0 Tfsi Quattro F5 MY22,122888,Audi,S5,3.0 Tfsi Quattro,F5 MY22,2022,2669,Sportback,Automatic,Premium Unleaded Petrol, Demo,2995,Black,5
12779551,2020 Jeep Grand Cherokee SRT (4X4) WK MY20,123988,Jeep,Grand Cherokee,SRT (4X4),WK MY20,2020,22342,Wagon,Automatic,Premium Unleaded Petrol, Used,6424,Grey,5
12779678,2017 Toyota Landcruiser GXL (4X4) VDJ79R,99990,Toyota,Landcruiser,GXL (4X4),VDJ79R,2017,115012,Double Cab Chassis,Manual,Diesel, Used,4461,Silver,5
12779870,2018 Audi RS4 Avant Quattro MY18,129990,Audi,RS4,Avant Quattro,MY18,2018,36369,Wagon,Automatic,Premium Unleaded Petrol, Used,2894,Blue,5
12779995,2018 Mercedes-Benz AMG GT S 190 MY17.5,279990,Mercedes-Benz,AMG GT,S,190 MY17.5,2018,16807,Coupe,Automatic,Premium Unleaded Petrol, Used,3982,Silver,2
12780005,2022 Mercedes-Benz GLB35 4Matic X247 MY22,96900,Mercedes-Benz,GLB35,4Matic,X247 MY22,2022,4575,Wagon,Automatic,Premium Unleaded Petrol, Used,1991,White,7
12780086,2015 Mercedes-Benz C63 AMG S 205,103000,Mercedes-Benz,C63,AMG S,205,2015,119887,Sedan,Automatic,Premium Unleaded Petrol, Used,3982,Black,5
12780180,2022 Volkswagen Touareg 210TDI Elegance CR MY22,130306,Volkswagen,Touareg,210TDI Elegance,CR MY22,2022,15,Wagon,Automatic,Diesel, New In Stock,2967,Grey,5
12780378,2022 Volkswagen Touareg 210TDI Elegance CR MY22,130306,Volkswagen,Touareg,210TDI Elegance,CR MY22,2022,15,Wagon,Automatic,Diesel, New In Stock,2967,Black,5
12780447,2022 Volkswagen Touareg 210TDI Elegance CR MY22,119990,Volkswagen,Touareg,210TDI Elegance,CR MY22,2022,1505,Wagon,Automatic,Diesel, Demo,2967,Black,5
12780556,2022 Volkswagen Touareg 210TDI R-Line CR MY22,135990,Volkswagen,Touareg,210TDI R-Line,CR MY22,2022,10,Wagon,Automatic,Diesel, New In Stock,2967,Silver,5
12780557,2022 Volkswagen Touareg 210TDI R-Line CR MY22,135990,Volkswagen,Touareg,210TDI R-Line,CR MY22,2022,10,Wagon,Automatic,Diesel, New In Stock,2967,Grey,5
